"","V1","V1.6","V1.5","V1.4","V1.3","deploymentID","V1.2","speciesName","project","subproject","treatment","deploymentName","idType","sequenceID","beginTime","endTime","commonName","age","sex","individuallyIDentifiable","count","fuzzed","begin","end","beginDate","endDate","julianDay","year","month","quarter","actualDateOut","retrievalDate","plotName","plotTreatment","cameraFailureDetails","deploymentNotes","baitType","baitDescription","baitStatus","trails","feature","featureTypeMethodology","detectionDistance","trapNights","tdiff","dayOfDeployment","Binom","AmericanBeaverBinom","AmericanBlackBearBinom","AmericanMinkBinom","AmericanRedSquirrelBinom","AppalachianCottontailBinom","BobcatBinom","CoyoteBinom","DomesticCatBinom","DomesticDogBinom","EasternChipmunkBinom","EasternCottontailBinom","EasternFoxSquirrelBinom","EasternGraySquirrelBinom","EasternSpottedSkunkBinom","EasternWoodratBinom","ElkAkaRedDeerBinom","GreyFoxBinom","LongTailedWeaselBinom","MarshRabbitBinom","NineBandedArmadilloBinom","NorthAmericanOtterBinom","NorthernBobwhiteBinom","NorthernRaccoonBinom","RedFoxBinom","RedWolfBinom","RuffedGrouseBinom","SouthernFlyingSquirrelBinom","StripedSkunkBinom","SwampRabbitBinom","UnknownCanidBinom","UnknownFelidBinom","UnknownFlyingSquirrelBinom","UnknownRabbitHareBinom","UnknownSmallRodentBinom","UnknownSquirrelBinom","VirginiaOpossumBinom","WhiteTailedDeerBinom","WildBoarBinom","WildTurkeyBinom","WoodchuckBinom","V1.1","AmericanBeaver","AmericanBlackBear","AmericanMink","AmericanRedSquirrel","AppalachianCottontail","Bobcat","Coyote","DomesticCat","DomesticDog","EasternChipmunk","EasternCottontail","EasternFoxSquirrel","EasternGraySquirrel","EasternSpottedSkunk","EasternWoodrat","ElkAkaRedDeer","GreyFox","LongTailedWeasel","MarshRabbit","NineBandedArmadillo","NorthAmericanOtter","NorthernBobwhite","NorthernRaccoon","RedFox","RedWolf","RuffedGrouse","SouthernFlyingSquirrel","StripedSkunk","SwampRabbit","UnknownCanid","UnknownFelid","UnknownFlyingSquirrel","UnknownRabbitHare","UnknownSmallRodent","UnknownSquirrel","VirginiaOpossum","WhiteTailedDeer","WildBoar","WildTurkey","Woodchuck","avgPrecip","avgTemp","avgCloud","avgEVI","building100","building200","building300","building400","building500","building600","building700","building800","building900","building1000","distToBuilding","distToStream","streamLength1km","streamLength5km","distToRoad","actualLon","actualLat"
"257",257,257,257,257,257,"d22844",257,"Camera Trapper","North Carolina's Candid Critters Project","Pasquotank County","Woods","Owen_W_Pasquotank3","Researcher","d22844s1","09:18:17","09:18:29","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-23 09:18:17","2017-03-23 09:18:29","2017-03-23","2017-03-23",82,2017,3,1,"2017-03-23","2017-04-13","Large Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",9,21,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,5,0,9.12561339252115e-05,290.464964521366,38.676287454419,0.374322027281033,0,0,0,0,0,0,0,0,0,0,1061.65334142965,8.31708200619127,2294.58286418827,939.729418834341,423.117476440699,-76.1889483616676,36.1334643182089
"258",258,258,258,258,258,"d22869",258,"Camera Trapper","North Carolina's Candid Critters Project","Johnston County","Woods","Holland_A_Johnston2","Researcher","d22869s1","14:55:22","14:55:29","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-26 14:55:22","2017-03-26 14:55:29","2017-03-26","2017-03-26",85,2017,3,1,"2017-03-26","2017-04-15","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Water source/Spring","Swamp",11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.93750854218367e-05,291.825543297395,25.1736284818608,0.409591502739392,6,16,34,49,67,98,137,181,222,266,37.2080689274285,130.670458996319,1208.00206064049,9.22940504718584,11.4099725103645,-78.3984729760992,35.6843009851516
"259",259,259,259,259,259,"d22870",259,"Camera Trapper","North Carolina's Candid Critters Project","Johnston County","Woods","Aman_C_Johnston1","Researcher","d22870s1","18:06:40","18:06:49","Camera Trapper","Adult","Male","N",1,FALSE,"2017-03-07 18:06:40","2017-03-07 18:06:49","2017-03-07","2017-03-07",66,2017,3,1,"2017-03-07","2017-03-26","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",13.106,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6.3055540488505e-05,290.782524594876,33.0249150502887,0.38432259756761,2,13,23,48,69,80,92,112,139,162,46.9081850953622,544.641435125605,161.748239074547,236.271093908759,51.9582186731882,-78.3070762606967,35.7441646318376
"260",260,260,260,260,260,"d22871",260,"No Animal","North Carolina's Candid Critters Project","Pender County","Woods","Burns_J_Pender6","Researcher","d22871s7","01:23:39","01:23:42","No Animal","Unknown","Unknown","N",1,FALSE,"2017-03-27 04:27:46","2017-03-31 01:23:42","2017-03-31","2017-03-31",90,2017,3,1,"2017-03-27","2017-04-16","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9.4488,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2.90911435407859e-05,291.55043032135,32.8681086937113,0.414732703280932,0,0,0,0,0,0,0,0,1,4,824.371686116405,105.667364559395,2437.79214967109,1282.881937949,330.041891507776,-77.7283411517875,34.4273796176119
"261",261,261,261,261,261,"d22872",261,"Camera Trapper","North Carolina's Candid Critters Project","Randolph County","Woods","Pugh_H_Randolph2","Researcher","d22872s1","17:59:33","17:59:37","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-25 17:59:33","2017-03-25 17:59:37","2017-03-25","2017-03-25",84,2017,3,1,"2017-03-25","2017-04-13","Large Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",9.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,9.01923262640375e-05,293.413747720731,37.3863196338935,0.389872002364185,8,24,45,65,91,112,140,187,245,318,23.8070100072396,521.834923379366,444.108190799147,711.423895856037,7.76762358901418,-79.7889265788477,35.8419509409002
"262",262,262,262,262,262,"d22873",262,"Camera Trapper","North Carolina's Candid Critters Project","Swain County","Woods","Meadows_I_Swain1","Researcher","d22873s23","11:34:36","11:34:51","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-04-07 03:22:43","2017-04-16 11:34:51","2017-04-16","2017-04-16",106,2017,4,2,"2017-03-26","2017-04-16","Large Forest","Woods","NULL","Distance is in meters
","No Bait","NULL","no bait","no trails","Water source/Spring","River",11,21,20857,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4.10035306326593e-05,294.970911368865,32.7385071448244,0.388871567010607,0,0,2,6,8,12,27,38,50,67,275.241726290919,600.264357826811,539.774753661598,1018.5252362418,262.03289733865,-83.309598871939,35.5076672044228
"263",263,263,263,263,263,"d22876",263,"Camera Trapper","North Carolina's Candid Critters Project","Harnett County","Woods","Stevens_G_Harnett1","Researcher","d22876s1","10:44:14","10:44:17","Camera Trapper","Adult","Male","N",1,FALSE,"2017-04-13 13:25:57","2017-03-26 10:44:17","2017-03-26","2017-03-26",85,2017,3,1,"2017-03-26","2017-04-13","Small Forest","Woods","NULL","No wildlife detected during the thre week deployment","No Bait","NULL","no bait","no trails","Not Entered","",25,18,1564903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124111153759058,291.203649260523,36.5409460209763,0.407749916830465,0,0,0,0,0,4,7,21,41,76,564.031055295173,380.37832091889,1054.10688479352,292.869914018394,693.310118703925,-78.8325037700684,35.5380580987463
"264",264,264,264,264,264,"d22877",264,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","Woods","Cooke_A_Chatham2","Researcher","d22877s50","09:04:37","09:05:09","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-26 10:39:31","2017-04-16 09:05:09","2017-04-16","2017-04-16",106,2017,4,2,"2017-03-28","2017-04-16","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Water source/Spring","Stream",11.43,19,0,19,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,5.2264738062269e-05,291.228526801322,33.8224349373841,0.406064760047359,0,0,2,2,2,3,9,9,13,24,234.783413561522,159.738839877266,127.002572754748,1633.09474050977,501.53262524927,-79.2492017375257,35.6528752655005
"265",265,265,265,265,265,"d22878",265,"Camera Trapper","North Carolina's Candid Critters Project","Wake County","Woods","Wall_K_Wake1","Researcher","d22878s1","15:48:32","15:48:44","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-05 15:48:32","2017-03-05 15:48:44","2017-03-05","2017-03-05",64,2017,3,1,"2017-03-05","2017-03-26","Yard","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",30,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,1.32357026825458e-05,291.812222282109,28.4872171978769,0.397980025523011,0,7,44,111,196,282,380,456,526,571,151.291508337807,615.614709895159,370.948567598859,5351.82233944517,149.815648358571,-78.7716963166211,35.6147088654654
"266",266,266,266,266,266,"d22879",266,"Sciurus carolinensis","North Carolina's Candid Critters Project","Wake County","Woods","Kiser_J_Wake2","Researcher","d22879s451","10:28:24","10:28:24","Eastern Gray Squirrel","Unknown","Unknown","N",1,FALSE,"2017-04-07 11:37:42","2017-04-05 10:28:24","2017-04-05","2017-04-05",95,2017,4,2,"2017-03-27","2017-04-09","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Water source/Spring","Lake",11.582,13,6103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20980677715974e-05,291.784976934062,31.0648475960427,0.379803903524603,0,1,4,17,48,161,349,560,771,1002,176.92343696222,50.3578389818554,659.481157557621,490.108290978478,315.114067609865,-78.545871458688,35.8826226779601
"267",267,267,267,267,267,"d22880",267,"Camera Trapper","North Carolina's Candid Critters Project","Mecklenburg County","Woods","Gravis_L_Mecklenburg2","Researcher","d22880s1","04:58:56","04:59:58","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-26 04:58:56","2017-03-26 04:59:58","2017-03-26","2017-03-26",85,2017,3,1,"2017-03-26","2017-04-15","Small Forest","Woods","NULL","picked up 04/16/2017","No Bait","NULL","no bait","no trails","Not Entered","",8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00586159230823e-05,292.608203445449,24.5637163807912,0.394435679387149,0,2,4,12,18,38,80,131,170,239,145.513643730194,785.899165323717,1198.06224697495,2632.6981795673,100.14792997685,-80.8169230719355,35.4632702171182
"268",268,268,268,268,268,"d22881",268,"Camera Trapper","North Carolina's Candid Critters Project","Durham County","Woods","McAllister_K_Durham1","Researcher","d22881s5","18:07:34","18:08:55","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-25 16:15:09","2017-03-16 18:08:55","2017-03-16","2017-03-16",75,2017,3,1,"2017-03-12","2017-04-15","Yard","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",10.973,34,137901,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,1.28528654359798e-05,290.675245450932,29.4419008176322,0.386447760594196,0,3,26,68,116,155,207,284,377,483,170.031916494758,40.4871568824421,229.2167042611,1986.18589155296,72.8894970134263,-78.9321899968034,35.8772368366623
"269",269,269,269,269,269,"d22882",269,"Camera Trapper","North Carolina's Candid Critters Project","Durham County","Open","Miller_J_Durham2","Researcher","d22882s1","17:02:16","17:02:21","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-25 17:02:16","2017-03-25 17:02:21","2017-03-25","2017-03-25",84,2017,3,1,"2017-03-25","2017-04-15","Large Forest","Open","NULL","Facing Field, water source behind","No Bait","NULL","no bait","no trails","Not Entered","",9.144,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1.66120281712041e-05,292.055119556157,23.7357101877998,0.389255105948679,0,1,2,2,4,11,16,17,19,20,180.045131071407,289.591827326165,21.7926715627012,250.778346666601,57.4869087756308,-78.8304709842696,36.1001042652124
"270",270,270,270,270,270,"d22883",270,"Camera Trapper","North Carolina's Candid Critters Project","Union County","Woods","Myles_B_Union2","Researcher","d22883s27","13:07:49","13:07:58","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-04-07 23:01:18","2017-04-16 13:07:58","2017-04-16","2017-04-16",106,2017,4,2,"2017-03-26","2017-04-16","Large Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",14.5,21,11407,21,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2.22108788628715e-05,292.21924481932,27.052617721548,0.380930723614814,0,1,2,5,23,35,48,61,78,94,192.817587741991,326.571678128779,912.904503890979,187.346539200221,368.621191646711,-80.7740231804145,34.9082391671973
"271",271,271,271,271,271,"d22884",271,"Lynx rufus","North Carolina's Candid Critters Project","Haywood County","Woods","Irwin_H_Haywood1","Researcher","d22884s4","11:03:58","11:04:57","Bobcat","Unknown","Unknown","N",1,FALSE,"2017-03-10 01:54:29","2017-03-19 11:04:57","2017-03-19","2017-03-19",78,2017,3,1,"2017-03-08","2017-03-27","Large Forest","Woods","NULL","Camera Facing SSE down wildlife trail skirting bluff face","No Bait","NULL","no bait","no trails","Not Entered","",6,19,128343,11,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7292440328766e-05,288.726507585042,41.8231382508255,0.380628650672583,0,0,0,0,0,0,0,0,1,1,887.668666459755,157.612576645412,1803.62749088701,1558.5305417299,362.204803453023,-83.0533851461045,35.7484515605616
"272",272,272,272,272,272,"d22885",272,"Camera Trapper","North Carolina's Candid Critters Project","Haywood County","Woods","Mullally_H_Haywood2","Researcher","d22885s1","12:04:36","12:05:02","Camera Trapper","Unknown","Unknown","N",3,FALSE,"2017-03-27 12:04:36","2017-03-27 12:05:02","2017-03-27","2017-03-27",86,2017,3,1,"2017-03-27","2017-04-21","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.84777160758755e-05,294.08172526268,23.509509967078,0.413788960334086,0,0,1,1,1,1,1,1,1,1,297.07151459454,188.797962213034,1803.62749088701,1558.5305417299,265.62212764631,-83.0500659638928,35.753811508563
"273",273,273,273,273,273,"d22886",273,"Ursus americanus","North Carolina's Candid Critters Project","Haywood County","Woods","Hunter_J_Haywood2","Researcher","d22886s1","22:57:28","22:58:10","American Black Bear","Unknown","Unknown","N",1,FALSE,"2017-04-14 22:57:28","2017-04-14 22:58:10","2017-04-14","2017-04-14",104,2017,4,2,"2017-04-14","2017-04-21","Small Forest","Woods","NULL","No photos were snapped of me when I deplotyed the camera on 3/27/17 at 12:20pm","No Bait","NULL","no bait","no trails","Not Entered","",6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01775083341818e-05,291.19889868242,28.5504787033466,0.400417074991478,0,0,0,0,0,1,1,1,1,1,526.492395109812,113.756979992834,1803.62749088701,1558.5305417299,357.002985306358,-83.0514656161475,35.7515215319471
"274",274,274,274,274,274,"d22887",274,"Ursus americanus","North Carolina's Candid Critters Project","Haywood County","Woods","Irwin_H_Haywood2","Researcher","d22887s3","13:24:14","13:27:38","American Black Bear","Unknown","Unknown","N",2,FALSE,"2017-04-13 13:24:14","2017-04-13 13:27:38","2017-04-13","2017-04-13",103,2017,4,2,"2017-03-27","2017-04-21","Small Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",8,25,441234,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44466408261111e-05,291.89281633725,33.2470541583181,0.407672746117185,0,0,0,0,1,1,1,1,1,1,446.378601184898,212.950344008499,1803.62749088701,1558.5305417299,422.163308125001,-83.0511857342155,35.7524815024336
"275",275,275,275,275,275,"d22888",275,"Camera Trapper","North Carolina's Candid Critters Project","Iredell County","Woods","Haithcox_D_Iredell2","Researcher","d22888s14","15:36:43","15:36:53","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-04-10 10:56:36","2017-04-09 15:36:53","2017-04-09","2017-04-09",99,2017,4,2,"2017-04-01","2017-04-09","Small Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Water source/Spring","Lake",10,8,68924,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62048491947686e-05,290.874463588582,23.1172731256935,0.400263407224795,4,16,25,33,45,56,69,87,101,122,41.1496544283235,128.561645408103,225.507141087857,473.431976042763,81.3097370691466,-80.8154948395078,35.7845754533848
"276",276,276,276,276,276,"d22889",276,"Corvus brachyrhynchos","North Carolina's Candid Critters Project","Nash County","Open","Earp_C_Nash2","Researcher","d22889s39","10:38:26","10:38:27","American Crow","Unknown","Unknown","N",1,FALSE,"2017-04-05 07:28:54","2017-04-05 10:38:27","2017-04-05","2017-04-05",95,2017,4,2,"2017-03-29","2017-04-16","Yard","Open","NULL","NULL","No Bait","NULL","no bait","no trails","Water source/Spring","Pond",70,18,19342,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4.91156143087176e-05,291.043766839492,31.3813722754604,0.390204138941876,0,2,11,17,20,25,26,29,36,52,148.902514631343,517.434830403957,100.232864884542,911.641191268366,242.933793299198,-78.0524418061628,35.7986195938834
"277",277,277,277,277,277,"d22890",277,"Lynx rufus","North Carolina's Candid Critters Project","Avery County","Woods","White_C_Avery6","Researcher","d22890s6","05:44:24","05:44:25","Bobcat","Unknown","Unknown","N",1,FALSE,"2017-04-13 00:57:13","2017-04-01 05:44:25","2017-04-01","2017-04-01",91,2017,4,2,"2017-03-27","2017-04-17","Large Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Water source/Spring","Ephemeral Stream",12,21,15741,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8.06610656631858e-05,292.398058764715,30.0579945634053,0.403614453467451,0,0,0,2,6,8,10,13,16,24,397.793353379758,1300.1957011122,0,2012.22864344394,180.074080400219,-81.8393365485595,36.0877540467736
"278",278,278,278,278,278,"d22891",278,"Camera Trapper","North Carolina's Candid Critters Project","Hoke County","Woods","Nash_J_Hoke1","Researcher","d22891s1","16:03:45","16:03:47","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-24 16:03:45","2017-03-24 16:03:47","2017-03-24","2017-03-24",83,2017,3,1,"2017-03-24","2017-04-13","Large Forest","Woods","NULL","I will have to check my Camera ID when i get back to the property next week","No Bait","NULL","no bait","no trails","Water source/Spring","Stream",722,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,4.72082804419881e-05,291.365774722555,31.1692522093519,0.391360656058143,0,0,0,0,0,0,0,0,2,8,873.445024714592,425.96724020816,358.663844332868,532.931013285595,1034.84680713408,-79.3722734365829,34.9589080010017
"279",279,279,279,279,279,"d22892",279,"Camera Trapper","North Carolina's Candid Critters Project","Wilkes County","Woods","McGrady_R_Wilkes1","Researcher","d22892s1","15:00:46","15:00:49","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-27 15:00:46","2017-03-27 15:00:49","2017-03-27","2017-03-27",86,2017,3,1,"2017-03-27","2017-04-10","Large Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",6.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2.47430483268843e-05,291.516148479898,40.0867180569581,0.414028384423524,3,18,51,99,156,205,248,311,371,445,62.7841568531608,847.066148903154,153.920697591762,291.046432824224,67.2332548496868,-81.1673380470318,36.2173224069744
"280",280,280,280,280,280,"d22893",280,"Camera Trapper","North Carolina's Candid Critters Project","Alleghany County","Woods","Wenberg_C_Alleghany1","Researcher","d22893s1","17:37:31","17:37:36","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-01 17:37:31","2017-03-01 17:37:36","2017-03-01","2017-03-01",60,2017,3,1,"2017-03-01","2017-03-22","Small Forest","Woods","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",7.3152,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.80822534489653e-05,291.791577331374,26.6912711843583,0.421465654810039,0,1,2,2,2,7,8,15,20,28,132.512228948181,201.498379479767,3805.47737958405,323.033114678454,422.877657183552,-81.0076285234385,36.479631208089
"281",281,281,281,281,281,"d22894",281,"Camera Trapper","North Carolina's Candid Critters Project","Orange County","Woods","Burress_G_Orange1","Researcher","d22894s1","17:39:57","17:40:05","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2017-03-06 17:39:57","2017-03-06 17:40:05","2017-03-06","2017-03-06",65,2017,3,1,"2017-03-06","2017-03-26","Small Forest","Woods","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",18.5,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2.45464213698944e-05,290.919228169775,34.1164632727379,0.388176623784721,0,1,3,8,17,36,57,73,101,128,191.856963243855,298.953691010979,263.417292068138,137.358508991531,365.131043016873,-79.1376678044066,36.0186269504279
